member_id,member
2468,Tina Ceccaci Renaldi
2469,Eduilio Mucci
2470,Angela Scatigna
2471,Ugo Uccellini
2472,Attilo Deodati
2473,Wallace MacDonald
2474,Christina Montt
2475,William Collier Jr.
2476,Medea Radzina
2477,Fred DeSilva
2478,Donald Keith
2479,Alice Day
2480,Winston Miller
2481,Frank Elliott
2482,Ward Crane
2483,Maksim Shtraukh
2484,Grigoriy Aleksandrov
2485,Mikhail Gomorov
2486,I. Ivanov
2487,Ivan Klyukvin
2488,Aleksandr Antonov
2489,Yudif Glizer
2490,Anatoliy Kuznetsov
2491,Vera Yanukova
2492,Vladimir Uralskiy
2493,M. Mamin
2494,Boris Yurtsev
2495,Julanne Johnston
2496,Sôjin Kamiyama
2497,Clive Brook
2498,Henry Victor
2499,A.B. Imeson
2500,Daisy Campbell
2501,Bert Darley
2502,Maresco Marisini
2503,Donald Searle
2504,Muriel Gregory
2505,Johnnie Walker
2506,Niles Welch
2507,Ben Lyon
2508,Pauline Garon
2509,E.J. Ratcliffe
2510,Robert Agnew
2511,Virginia Lee Corbin
2512,Martin Faust
2513,Leon Errol
2514,Claire Adams
2515,Tom O'Brien
2516,Karl Dane
2517,Paul Robeson
2518,Marshall Rogers
2519,Lawrence Chenault
2520,Chester A. Alexander
2521,Walter Cornick
2522,Lillian Johnson
2523,Madame Robinson
2524,Lillian Rich
2525,Frank Hagney
2526,Sally Rand
2527,Nipo T. Strongheart
2528,Vladimir Barskiy
2529,Ivan Bobrov
2530,Aleksandr Levshin
2531,N. Poltavtseva
2532,Konstantin Feldman
2533,Prokhorenko
2534,A. Glauberman
2535,Beatrice Vitoldi
2536,Daniil Antonovich
2537,Iona Biy-Brodskiy
2538,Julia Eisenstein
2539,Sergei M. Eisenstein
2540,Buddy Smith
2541,Joan Crawford
2542,Frank Braidwood
2543,Derek Glynne
2544,Rin Tin Tin
2545,Nanette
2546,Charles Farrell
2547,June Marlowe
2548,Stella De Lanti
2549,Warner Oland
2550,Martha Franklin
2551,Juliette Belanger
2552,Enrique Acosta
2553,Karin Nellemose
2554,Petrine Sonne
2555,Clara Schønfeld
2556,Johannes Nielsen
2557,Aage Hoffman
2558,Vilhelm Petersen
2559,Byril Harvig
2560,Frk. Voss-Christensen
2561,Georg Busch
2562,Frank Henriksen
2563,Vilma Bánky
2564,Louise Dresser
2565,Sandra Milovanoff
2566,Paul Ollivier
2567,Georges Vaultier
2568,Maurice Schutz
2569,José Davert
2570,Lois Moran
2571,Marthe Mellot
2572,Irma Perrot
2573,Mireille Barsac
2574,Michel Simon
2575,Isaure Douvan
2576,Pierre Batcheff
2577,Solange Sicard
2578,Brooks Benedict
2579,James H. Anderson
2580,Hazel Keener
2581,Joseph Harrington
2582,Pat Harmon
2583,Ágnes Eszterházy
2584,Henry Stuart
2585,Jaro Fürth
2586,Dorothea Thiele
2587,Shigeru Mokudo
2588,Mineko Tsuji
2589,Kentaro Kawamata
2590,Yutaka Mimasu
2591,Michiko Tachibana
2592,Shizue Matsumoto
2593,Masujirô Takagi
2594,Sueko Ito
2595,Shirô Kato
2596,Shigeru Kido
2597,Hiromichi Kawata
2598,Ichirô Shibayama
2599,Einar Sissener
2600,Tove Tellback
2601,Stub Wiberg
2602,Harald Stormoen
2603,Alfhild Stormoen
2604,Oscar Larsen
2605,Rasmus Rasmussen
2606,Sofie Reimers
2607,Julie Lampe
2608,Howard Truesdale
2609,Kathleen Myers
2610,Ray Thompson
2611,Brown Eyes
2612,Malcolm Waite
2613,Georgia Hale
2614,Constance Bennett
2615,George Cooper
2616,Tempe Pigott
2617,Rolla Norman
2618,Cécile Guyon
2619,Alice Tissot
2620,Charles Barrois
2621,Victor Vina
2622,Andrée Canti
2623,Hubert Daix
2624,Sylviane de Castillo
2625,Armand Dufour
2626,Major Heitner
2627,Serge Otto
2628,Pionnier
2629,Maurice Soufflot
2630,George K. Arthur
2631,Pedro Sienna
2632,Clara Werther
2633,Piet Van Ravenstein
2634,Guillermo Barrientos
2635,María de Hannig
2636,Dolores Anziani
2637,Hugo Silva
2638,Luis Baeza
2639,Octavio Soto
2640,Federico Geimza
2641,Emilia Sierra
2642,Víctor Véjar
2643,Bert Lytell
2644,Fred Esmelton
2645,Lew Harvey
2646,Gwen Lee
2647,Alfred J. Goulding
2648,Doris Lloyd
2649,Leslie Fenton
2650,Virginia Marshall
2651,William Bailey
2652,Eleanor Lawson
2653,Matthew Betz
2654,Bodil Rosing
2655,George Bunny
2656,George Harris
2657,Bernard Berger
2658,J. Frank Glendon
2659,Buck Black
2660,Walter James
2661,Carlo Schipa
2662,Spec O'Donnell
2663,Hugh Fay
2664,Vola Vale
2665,Joe Butterworth
2666,Oscar Rudolph
2667,Shirley Temple
2668,Evelyn Venable
2669,John Lodge
2670,Bill Robinson
2671,Sidney Blackmer
2672,Stephen Chase
2673,William Burgess
2674,Frank Darien
2675,Hattie McDaniel
2676,Geneva Williams
2677,Avonne Jackson
2678,Nyanza Potts
2679,Alma Bennett
2680,Frank Finch Smiles
2681,Jules Cowles
2682,Jocko the Monkey
2683,Arthur Conan Doyle
2684,Roy D'Arcy
2685,Johnny Arthur
2686,Charles Sellon
2687,Knute Erickson
2688,Frank Austin
2689,Edward McWade
2690,Aileen Pringle
2691,Stanton Heck
2692,Tsumasaburô Bandô
2693,Misao Seki
2694,Utako Tamaki
2695,Kensaku Haruji
2696,Momotarô Yamamura
2697,Kotonosuke Nakamura
2698,Shigeyo Arashi
2699,Kichimatsu Nakamura
2700,Zen'ichirô Yasuda
2701,Shizuko Mori
2702,J. Gordon Russell
2703,Lou Tellegen
2704,Alyce Mills
2705,Tom Santschi
2706,Fred Kelsey
2707,Clem Beauchamp
2708,Arthur Edmund Carewe
2709,Mary Fabian
2710,Virginia Pearson
2711,Gilbert Roland
2712,Carmelita Geraghty
2713,Miles Mander
2714,John Stuart
2715,Florence Helminger
2716,Karl Falkenberg
2717,Henry Krauss
2718,Charlotte Barbier-Krauss
2719,André Heuzé
2720,Fabien Haziza
2721,Renée Jean
2722,Lydia Zaréna
2723,Suzanne Talba
2724,Yvette Langlais
2725,Nora Sylvère
2726,Seeta Devi
2727,Himanshu Rai
2728,Sarada Ukil
2729,Ranibala
2730,Prafulla Roy
2731,Modhu Bose
2732,Mrinalini Devi
2733,Sunalini Devi
2734,Sushil Ghosh
2735,Sundar Rajam
2736,Ekambi 'Wilhelm' Tongo
2737,Bernard Randall
2738,Helena D'Algy
2739,Paul Ellis
2740,Dorothy Seastrom
2741,Dynamite the Horse
2742,Nellie Bly Baker
2743,Mary Carr
2744,Theodore von Eltz
2745,Dot Farley
2746,Mabel Ballin
2747,Beatrice Burnham
2748,Marian Nixon
2749,Arthur Morrison
2750,Charles Le Moyne
2751,Seessel Anne Johnson
2752,Tony the Horse
2753,Vera Reynolds
2754,Trixie Friganza
2755,Charles West
2756,Josephine Norman
2757,Alfred Lunt
2758,Effie Shannon
2759,Charles Hammond
2760,Florence Fair
2761,Marie Shotwell
2762,Glenn Anders
2763,Sally O'Neil
2764,Henry Kolker
2765,Douglas Gilmore
2766,Ray Howard
2767,Lillian Elliott
2768,Bruce Guerin
2769,T. Roy Barnes
2770,Ruth Dwyer
2771,Tom Reynolds
2772,Heinrich George
2773,Jerrold Robertshaw
2774,Dorothy Barclay
2775,Marjorie Statler
2776,Alexander Butler
2777,Percy Ames
2778,Charles Esdale
2779,Lee Baker
2780,Carlotta Monterey
2781,Gus Weinberg
2782,Helen Ware
2783,Rita Rossi
2784,Edward La Roche
2785,Harriet Sterling
2786,Richard Harlan
2787,Eugen Neufeld
2788,Hans Moser
2789,Anny Miletty
2790,Ferdinand Mayerhofer
2791,Mizi Griebl
2792,Karl Tema
2793,Hans Effenberger
2794,Gisela Werbisek
2795,Armin Berg
2796,Armin Seydelmann
2797,Theodor Weiser
2798,Albrecht Attems
2799,Laura Glucksman
2800,Abisch Meisels
2801,Lawrence Gray
2802,Oliver Sandys
2803,Emil Hoch
2804,Margery Whittington
2805,Belle Bennett
2806,Alice Joyce
2807,Beatrix Pryor
2808,Douglas Fairbanks Jr.
2809,Newton Hall
2810,Robert W. Gillette
2811,Richard Neill
2812,George F. Marion
2813,Victor McLaglen
2814,Harry Earles
2815,Nocki
2816,Charles Crockett
2817,Bernard Siegel
2818,Joe Ryan
2819,Bruce Gordon
2820,Richard Howard
2821,John Webb Dillion
2822,Warwick Ward
2823,Kurt Gerron
2824,Charles Lincoln
2825,Georg Baselt
2826,Trude Hesterberg
2827,The Flying Codonas
2828,Alex Hyde and his Original New York Jazz Orchestra
2829,Enrico Rastelli
2830,Pierrette Houyez
2831,Rachel Devirys
2832,Arlette Peyran
2833,Suzy Vernon
2834,F. Greffin
2835,P. Lecoq
2836,Arturo Porchet
2837,Dolly Davis
2838,Jean Börlin
2839,Jim Gérald
2840,Yvonne Legeay
2841,Marguerite Madys
2842,Bronia Clair
2843,Marise Maia
2844,Jane Pierson
2845,Dorothy Dwan
2846,Bryant Washburn
2847,Oliver Hardy
2848,William Hauber
2849,William Dinus
2850,Frank Alexander
2851,Otto Lederer
2852,Frederick Ko Vert
2853,Larry Semon
2854,Spencer Bell
2855,George Chesebro
2856,Roy Watson
2857,Milburn Morante
2858,Marguerite Clayton
2859,Ray Hanford
2860,Blanche Mehaffey
2861,Lucille Ward
2862,May Foster
2863,Dorothea Wolbert
2864,Olga Zhizneva
2865,Anatoli Ktorov
2866,Vera Maretskaya
2867,Lidiya Deikun
2868,Serafima Birman
2869,Yeva Milyutina
2870,Richard Carle
2871,Jack Huff
2872,Arthur Kraußneck
2873,Rudolf Forster
2874,Hans Peter Peterhans
2875,Christian Bummerstaedt
2876,Josef Peterhans
2877,Hermann Leffler
2878,Jahn Christen
2879,Arthur Lubin
2880,John T. Murray
2881,Joe Smith Marba
2882,Daniel G. Tomlinson
2883,Emile Chautard
2884,Charles Herzinger
2885,Louise Fazenda
2886,Tullio Carminati
2887,Eddie Gribbon
2888,Lee Shumway
2889,Budd Fine
2890,Mary O'Brien
2891,Eddie Borden
2892,Ralph Forbes
2893,Norman Trevor
2894,Donald Stuart
2895,Redmond Finlay
2896,Bhogwan Singh
2897,Caroline Frances Cooke
2898,Lola Todd
2899,Boris Karloff
2900,Jack Ackroyd
2901,Edgar Kennedy
2902,Antonio Moreno
2903,Max Barwyn
2904,Billie Dove
2905,John Wallace
2906,Andy MacLennan
2907,William Weston
2908,Ernie Adams
2909,Janet Gaynor
2910,William Russell
2911,Margaret Livingston
2912,Philip Ford
2913,Lew Short
2914,Ralph Sipperly
2915,Jerry Madden
2916,George Hassell
2917,Edward Everett Horton
2918,Gino Corrado
2919,David Mir
2920,Catherine Vidor
2921,Valentina Zimina
2922,Tony D'Algy
2923,Hank Mann
2924,Guinn 'Big Boy' Williams
2925,Donald Reed
2926,Aase Bye
2927,Gunhild Schytte-Jacobsen
2928,Henry Gleditsch
2929,Alfred Maurstad
2930,Annik Saxegaard
2931,Martin Fiksen
2932,Vilhelm Lund
2933,Gustav Berg-Jæger
2934,Edel Johansen
2935,Emma Juel
2936,Ole Leikvang
2937,Leila Hyams
2938,Jane Winton
2939,John Roche
2940,Montagu Love
2941,Myrna Loy
2942,Doris Baker
2943,Jed Prouty
2944,Jack Duffy
2945,Alfred E. Green
2946,D'Arcy Corrigan
2947,Madalynne Field
2948,K. Nambu
2949,Eddie Harris
2950,Beatrice Lillie
2951,Tenen Holtz
2952,Franklin Pangborn
2953,Gösta Ekman
2954,Camilla Horn
2955,Yvette Guilbert
2956,Eric Barclay
2957,Werner Fuetterer
2958,Olive Borden
2959,Phyllis Haver
2960,William Austin
2961,Roland Drew
2962,Barbara Kent
2963,Marcelle Corday
2964,Paul Weigel
2965,Jack Trevor
2966,Hertha von Walther
2967,Renate Brausewetter
2968,Colin Ross
2969,Harry Gripp
2970,Curtis 'Snowball' McHenry
2971,George A. Billings
2972,Leni Riefenstahl
2973,Luis Trenker
2974,Ernst Petersen
2975,Friedrich Schneider
2976,Hannes Schneider
2977,Leontine Sagan
2978,Harry Langdon
2979,Natalie Kingston
2980,Ruth Hiatt
2981,Bud Jamison
2982,William McCall
2983,Louise Brooks
2984,Blanche Ring
2985,William Gaxton
2986,Mickey Bennett
2987,Josephine Dunn
2988,Jack Luden
2989,George Currie
2990,Eddie Cantor
2991,William Worthington
2992,Frankie Darro
2993,Masuo Inoue
2994,Ayako Iijima
2995,Yoshie Nakagawa
2996,Hiroshi Nemoto
2997,Minoru Takase
2998,Eiko Minami
2999,Kyosuke Takamatsu
3000,Tetsu Tsuboi
3001,Shintarô Takiguchi
3002,Marie Ault
3003,Arthur Chesney
3004,June Tripp
3005,Malcolm Keen
3006,Osgood Perkins
3007,Jack Egan
3008,Edward Garvie
3009,Joseph McClunn
3010,Elise Cavanna
3011,Dorothy Mathews
3012,Blanche Le Clair
3013,Umberto Guarracino
3014,Mario Saio
3015,Franz Sala
3016,Elena Sangro
3017,Lucia Zanussi
3018,Polaire
3019,Domenico Serra
3020,Iván Petrovich
3021,Gladys Hamer
3022,Henry Wilson
3023,Hubert I. Stowitts
3024,Percy Marmont
3025,Charlotte Bird
3026,Apollon Uni
3027,Álex Nova
3028,Kada-Abd-el-Kader
3029,Hughie Mack
3030,Mademoiselle Kithnou
3031,Mickey Brantford
3032,Rosita Ramírez
3033,Frédéric Mariotti
3034,Fernand Mailly
3035,Andrews Engelmann
3036,Vera Baranovskaya
3037,Aleksandr Chistyakov
3038,Anna Zemtsova
3039,Ivan Koval-Samborsky
3040,N. Vidonov
3041,Aleksandr Savitsky
3042,Gustav Fröhlich
3043,Brigitte Helm
3044,Natalya Glan
3045,Natalya Rozenel
3046,Mikhail Rozen-Sanin
3047,Tatyana Mukhina
3048,Pavel Poltoratskiy
3049,Anel Sudakevich
3050,Betty Baker
3051,Lee Moran
3052,John Cossar
3053,Lux MacBride
3054,Robert Rose
3055,Hovhannes Abelyan
3056,Hasmik Agopyan
3057,Olga Maisuryan
3058,Hrachia Nersisyan
3059,Avet Avetisyan
3060,Nina Manucharyan
3061,Samvel Mkrtchyan
3062,M. Shahubatyan-Tatieva
3063,Hambartsum Khachanyan
3064,L. Aleksanyan
3065,G. Melikyan
3066,Amasi Martirosyan
3067,M. Garagash
3068,Husik Muradyan
3069,Jacqueline Forzane
3070,Raymond Guérin-Catelain
3071,Valeska Gert
3072,Jacqueline Ford
3073,Dennis Price
3074,Gresham
3075,Luc Dartagnan
3076,Nita Romani
3077,Randle Ayrton
3078,Juliette Compton
3079,Sydney Fairbrother
3080,Donald Macardle
3081,Johnny Butt
3082,Gibb McLaughlin
3083,Judd Green
3084,Edward Sorley
3085,Forrester Harvey
3086,Fred Rains
3087,Rolf Leslie
3088,Aubrey Fitzgerald
3089,Tom Coventry
3090,Booth Conway
3091,George Bancroft
3092,Eddie Fetherston
3093,George Godfrey
3094,Effie Ellsler
3095,Arthur Ludwig
3096,Fred Forell
3097,Nikolai Prozorovsky
3098,Daniil Vvedenskiy
3099,Aleksandr Glinsky
3100,Vladimir Mikhaylov
3101,Marc Ziboulsky
3102,Boris Shlikhting
3103,Mikhail Yarov
3104,Olga Bobrova
3105,Mikhail Klimov
3106,Rose Langdon
3107,Michael Bohnen
3108,Huguette Duflos
3109,Elly Felicie Berger
3110,Karl Forest
3111,William H. Tooker
3112,Fred Herzog
3113,Mary Hawes
3114,Joyce Coad
3115,Dolores Costello
3116,George O'Hara
3117,Sam Baker
3118,Sam Allen
3119,Frank Nelson
3120,Vadim Uraneff
3121,Joyzelle Joyner
3122,Louis Payne
3123,Andy Clark
3124,Ely Reynolds
3125,Antonina Eremeeva
3126,Emil Gal
3127,Sergey Gerasimov
3128,Andrei Kapler
3129,Andrei Kostrichkin
3130,Boris Shpis
3131,Pyotr Sobolevsky
3132,Yanina Zheymo
3133,Charles Goodrich
3134,Gregory Kelly
3135,Sidney D'Albrook
3136,Charles 'Buddy' Rogers
3137,Kittens Reichert
3138,Julia Ralph
3139,Jerry Sinclair
3140,Bynunsky Hyman
3141,Ricardo Cortez
3142,Ivan Lebedeff
3143,Lawrence D'Orsay
3144,Nellie Savage
3145,Dorothy Hughes
3146,Dorothy Nourse
3147,Jean Fenwick
3148,Nina Quartero
3149,Roy Stewart
3150,Mary Louise Miller
3151,Lloyd Whitlock
3152,Billy Butts
3153,Monty O'Grady
3154,Jackie Levine
3155,Billy 'Red' Jones
3156,Muriel McCormac
3157,Florence Rogan
3158,Mary McLain
3159,Sylvia Bernard
3160,Helen Brent
3161,Elizza La Porta
3162,Erich Kober
3163,Max Maximilian
3164,Rosa Valetti
3165,André Mattoni
3166,Armand Kaliz
3167,Otis Harlan
3168,Jay Hunt
3169,Edwards Davis
3170,William Bakewell
3171,Neil Neely
3172,Ralph Emerson
3173,Leon Kellar
3174,Raymond G. Moses
3175,Dolores del Rio
3176,Elena Jurado
3177,Barry Norton
3178,Sammy Cohen
3179,Ted McNamara
3180,August Tollaire
3181,Patrick Rooney
3182,Gary Cooper
3183,Clyde Cook
3184,Bill Patton
3185,Odel Conley
3186,Kenneth Thomson
3187,Majel Coleman
3188,Fred Walton
3189,Hank
3190,Paul
3191,Trixie
3192,Wolfgang Zilzer
3193,Louis Ralph
3194,Hans Trautner
3195,John Loder
3196,Mia Pankau
3197,Alexander Sascha
3198,Heinrich Schroth
3199,Joseph Striker
3200,Patricia Avery
3201,Russell Simpson
3202,Kuzma Yastrebitsky
3203,Olga Narbekova
3204,Yelena Maksimova
3205,Georgi Bobynin
3206,Emma Tsesarskaya
3207,Raisa Puzhnaya
3208,Ivan Savelyev
3209,Gulya Korolyova
3210,Inna Fyodorova
3211,E. Safonova
3212,Marceline Day
3213,Slim Summerville
3214,Angelo Rossitto
3215,Marlene Dietrich
3216,Anny Coty
3217,Igo Sym
3218,Vera Salvotti
3219,Nina Vanna
3220,Wilhelm Völcker
3221,Albert von Kersten
3222,Suzanne Bianchetti
3223,Diana Karenne
3224,Jenny Jugo
3225,Rina De Liguoro
3226,Nina Koshetz
3227,Aslanoff
3228,Bondineff
3229,Raymond Bouamerane
3230,Olga Day
3231,Albert Decoeur
3232,Devars
3233,Dimitri Dimitriev
3234,Paul Guidé
3235,Laura La Plante
3236,Virginia Bradford
3237,May Robson
3238,Viola Louie
3239,Iris Stuart
3240,Margaret Campbell
3241,Yvonne Pelletier
3242,Flora Bramley
3243,Sam Crawford
3244,Florence Turner
3245,Anna Sten
3246,Vladimir Popov
3247,Ben Webster
3248,Norman McKinnel
3249,Robin Irvine
3250,Sybil Rhoda
3251,Annette Benson
3252,Lilian Braithwaite
3253,Isabel Jeans
3254,Ian Hunter
3255,Hannah Jones
3256,Barbara Gott
3257,Violet Farebrother
3258,Alf Goddard
3259,Dorothy Revier
3260,Eugene Strong
3261,Alberta Vaughn
3262,James Bradbury Jr.
3263,Franklin Dyall
3264,Eric Bransby Williams
3265,Dacia Deane
3266,Dorothy Boyd
3267,Enid Stamp-Taylor
3268,Johnny Mack Brown
3269,Thelma Hill
3270,Gene Stone
3271,Barney Oldfield
3272,William Demarest
3273,Douglas Gerrard
3274,Paul Kruger
3275,Lupe Velez
3276,Joan Barclay
3277,Michael Vavitch
3278,Marion Mack
3279,Glen Cavender
3280,Jim Farley
3281,Charles Henry Smith
3282,Frank Barnes
3283,Tom Nawn
3284,Jeanne Helbling
3285,Suzy Pierson
3286,Jean Garat
3287,René Ferté
3288,Pyotr Zinovyev
3289,Yelena Yegorova
3290,Nikolay Cherkasov
3291,Mikhail Gipsi
3292,Viktor Kulakov
3293,V. Lavrentyev
3294,G. Mirgorian
3295,Lyubov Nenasheva
3296,V. Uspensky
3297,Estelle Brody
3298,Humberston Wright
3299,Gladys Jennings
3300,Irene Rooke
3301,Peggy Carlisle
3302,John Rowal
3303,Cyril McLaglen
3304,Graham Soutten
3305,James Hall
3306,Otto Fries
3307,Nicholas Soussanin
3308,Golden Wadhams
3309,Arlette Marchal
3310,Arnold Kent
3311,Agostino Borgato
3312,Jacqueline Gadsdon
3313,Elinor Glyn
3314,Al Jolson
3315,Yossele Rosenblatt
3316,Pierre Blanchar
3317,Charles Dullin
3318,Édith Jéhanne
3319,Camille Bert
3320,Marcelle Charles Dullin
3321,Jackie Monnier
3322,Armand Bernard
3323,Alexiane
3324,Pierre Hot
3325,Jaime Devesa
3326,Fridette Fatton
3327,Olin Francis
3328,Constantine Romanoff
3329,Eddie Boland
3330,Frank Lanning
3331,David Imboden
3332,Clayton Packard
3333,Robert Ellsworth
3334,Charles Requa
3335,Jacqueline Logan
3336,Ivan Chuvelyov
3337,V. Obolensky
3338,Viktor Tsoppi
3339,Aleksei Davor
3340,Aleksandr Gromov
3341,Nikolay Khmelyov
3342,Max Tereshkovich
3343,Uno Henning
3344,Eugen Jensen
3345,Hans Jaray
3346,Sig Arno
3347,Vladimir Sokoloff
3348,Mammey Terja-Basa
3349,Heinrich Gotho
3350,Milly Mathis
3351,Polly Moran
3352,Edna Tichenor
3353,Claude King
3354,Betty Francisco
3355,Glenn Tryon
3356,John Boles
3357,Andrés de Segurola
3358,Hugh Miller
3359,Raymond Hackett
3360,Jeanne Eagels
3361,Philip W. Anderson
3362,Hayden Stevenson
3363,Margaret Lee
3364,Robert Livingston
3365,Kai Schmidt
3366,Mrs. Wong Wing
3367,Sonny Loy
3368,Sunshine Hart
3369,Evelyn Hall
3370,Avonne Taylor
3371,John Junior
3372,Albert Dieudonné
3373,Vladimir Roudenko
3374,Alexandre Koubitzky
3375,Abel Gance
3376,Marguerite Gance
3377,Yvette Dieudonné
3378,Eugénie Buffet
3379,Acho Chakatouny
3380,Nikolay Popov
3381,Vasili Nikandrov
3382,Layaschenko
3383,Chibisov
3384,Boris Livanov
3385,Mikholyev
3386,Nikolai Padvoisky
3387,Smelsky
3388,Eduard Tisse
3389,Walter McGrail
3390,Carolynne Snowden
3391,Yola d'Avril
3392,Mickey Rooney
3393,Bobby Doyle
3394,Merta Sterling
3395,Molly O'Day
3396,Lawford Davidson
3397,Arthur Stone
3398,Ray Turner
3399,Lucien Prival
3400,Fred O'Beck
3401,Clifford Salam
3402,Henry Murdock
3403,Charles Sullivan
3404,John Kolb
3405,M. Rosenstein
3406,Nadezhda Sizova
3407,Yakov Lents
3408,Vera Malinovskaya
3409,Abram Room
3410,Vasili Bokarev
3411,Olga Bazanova
3412,Vera Marinich
3413,Nikolai Rogozhin
3414,Russ Powell
3415,Ignatz
3416,Jack Hampton
3417,William White
3418,Carl Brisson
3419,Lillian Hall-Davis
3420,Harry Terry
3421,Gordon Harker
3422,Claude Buchanan
3423,Barnett Raskin
3424,Frank Evans
3425,Edward Roseman
3426,Harry Henderson
3427,Norman Johnstone
3428,Ann Kennedy
3429,Lucia Lynn Moses
3430,William E. Pettus
3431,Pearl McCormack
3432,Marie Mosquini
3433,Ben Bard
3434,George E. Stone
3435,Rudolph Schildkraut
3436,Milton Holmes
3437,Linda Landi
3438,Fritz Feld
3439,Louis Natheaux
3440,Brian Aherne
3441,Donald Calthrop
3442,Wally Patch
3443,David Brooks
3444,Ella Daincourt
3445,Chili Bouchier
3446,Tubby Phillips
3447,Ian Wilson
3448,Jack Rawl
3449,Frank Coghlan Jr.
3450,Paul Kelly
3451,Irish Meusel
3452,Bob Meusel
3453,Tony Lazzeri
3454,Florence Wix
3455,Edgar Norton
3456,Bobbie Mack
3457,John S. Peters
3458,Mattea Buyukli
3459,A. Klymenko
3460,Heorhii Zelondzhev-Shypov
3461,Ida Penzo
3462,Boris Zagorsky
3463,Sergei Minin
3464,H. Skoretskyi
3465,Ivan Kapralov
3466,V. Komaretskyi
3467,Aleksandr Dovzhenko
3468,Dmitriy Kapka
3469,A. Belov
3470,James Pierce
3471,Edna Murphy
3472,Dorothy Dunbar
3473,Maurice E. Kains
3474,Gladys McConnell
3475,Cornelius Keefe
3476,Harry Crocker
3477,Estelle Clark
3478,Lyudmila Semyonova
3479,Leonid Yurenev
3480,Yelena Sokolova
3481,Mariya Yarotskaya
3482,Dorothy Sebastian
3483,Michael Visaroff
3484,Nicholas Dunaew
3485,Jean Vachon
3486,David Cavendish
3487,Alexej Bondireff
3488,Yvonneck
3489,Geymond Vital
3490,Alex Allin
3491,Lillian Beck
3492,Berline
3493,Lya Christy
3494,Margarita Fischer
3495,James B. Lowe
3496,Mona Ray
3497,Virginia Grey
3498,Lassie Lou Ahern
3499,Adolph Milar
3500,Gertrude Howard
3501,Vivien Oakland
3502,Helen Lynch
3503,Jerry Mandy
3504,Nancy Nash
3505,Earle Foxe
3506,Grant Withers
3507,Raymond Hitchcock
3508,Judy King
3509,Harry A. Bailey
3510,Francis Ford
3511,Richard Arlen
3512,El Brendel
3513,Gunboat Smith
3514,Roscoe Karns
3515,Rod Rogers
3516,Tim McCoy
3517,Edward Hearn
3518,Chief John Big Tree
3519,Oskar Sima
3520,Bruno Ziener
3521,Edith Edwards
3522,Cijiang Ge
3523,Chichang Hu
3524,Cho-cho Lam
3525,Dandan Li
3526,Yaoting Zhu
3527,Gustav Diessl
3528,Fritz Odemar
3529,Nico Turoff
3530,Ilse Bachmann
3531,Richard Sora
3532,Peter C. Leska
3533,Irm Cherry
3534,Irma Green
3535,Tita Christescu
3536,Jimmy Lygelt
3537,Dan Wolheim
3538,Duke Martin
3539,Don Alvarado
3540,John Batten
3541,Blue Washington
3542,Bob Perry
3543,Johnnie Morris
3544,George Kotsonaros
3545,Jack Chapin
3546,Blanche Payson
3547,Francis Lederer
3548,Krafft-Raschig
3549,Alice Roberts
3550,Daisy D'Ora
3551,Michael von Newlinsky
3552,Pepi Lederer
3553,Betty Balfour
3554,Jean Bradin
3555,Jean Debucourt
3556,Charles Lamy
3557,Fournez-Goffard
3558,Halma
3559,Pierre Kefer
3560,Merna Kennedy
3561,George Davis
3562,Tiny Sandford
3563,John Rand
3564,Steve Murphy
3565,Paul Hurst
3566,Josephine Borio
3567,Yorke Sherwood
3568,Joseph Marievsky
3569,Véra Flory
3570,Madeleine Guitty
3571,Léon Larive
3572,Anna Lefeuvrier
3573,Odette Talazac
3574,Olga Baclanova
3575,Ada Vojtsik
3576,Elena Tyapkina
3577,Vladimir Batalov
3578,Aleksandre Imedashvili
3579,Kokhta Karalashvili
3580,Kira Andronikashvili
3581,Ilia Mamporia
3582,Tsetsilia Tsutsunava
3583,Aleksandre Jorjoliani
3584,K. Gurianov
3585,I. Galkin
3586,Marika Chimishkian
3587,Jameson Thomas
3588,Maud Gill
3589,Louie Pounds
3590,Olga Slade
3591,Ruth Maitland
3592,Antonia Brough
3593,Haward Watts
3594,Diana Napier
3595,Greta Nissen
3596,Tyler Brooke
3597,Eddie Sturgis
3598,George Irving
3599,Mary Duncan
3600,Charles Morton
3601,Nancy Drexel
3602,E.H. Calvert
3603,André Cheron
3604,Wesley Lake
3605,Anita Louise
3606,Jack Parker
3607,Fay Wray
3608,Zack Williams
3609,Harold Hightower
3610,Augustin Symonds
3611,Margaret Mann
3612,George Meeker
3613,June Collyer
3614,Frank Reicher
3615,Archduke Leopold of Austria
3616,Ferdinand Schumann-Heink
3617,Jack Pennick
3618,Robert Emmett O'Connor
3619,Jack Byron
3620,Paul Henckels
3621,Gerd Briese
3622,Hugo Werner-Kahle
3623,Friedrich Kurth
3624,Arthur Duarte
3625,Harry Nestor
3626,Robert Armstrong
3627,Maria Alba
3628,Natalie Joyce
3629,Eileen Sedgwick
3630,Larry Kent
3631,Dita Parlo
3632,Philipp Manning
3633,Else Wasa
3634,Benita Hume
3635,Basil Gill
3636,Akiko Chihaya
3637,Junosuke Bandô
3638,Yukiko Ogawa
3639,Ippei Sôma
3640,Teruko Sanjô
3641,Keinosuke Sawada
3642,Jack Raymond
3643,Loretta Young
3644,Cissy Fitzgerald
3645,Cullen Landis
3646,Robert Elliott
